index,I_value,I_label,II_value,II_label,III_value,III_label,aVR_value,aVR_label,aVL_value,aVL_label,aVF_value,aVF_label,V1_value,V1_label,V2_value,V2_label,V3_value,V3_label,V4_value,V4_label,V5_value,V5_label,V6_value,V6_label
22,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
23,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
24,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
25,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
26,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,1e-07,0
27,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,1e-07,0
28,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
29,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
30,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
31,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
32,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0
33,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0
34,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
35,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
36,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
37,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
38,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
39,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
40,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
41,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
42,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
43,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
44,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
45,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
46,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
47,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0
48,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0
49,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0
50,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0
51,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,1e-07,0
52,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0
53,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0
54,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0
55,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0120192309841513,0
56,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0
57,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0
58,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0
59,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0
60,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0
61,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0
62,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0
63,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,-0.0120192309841513,0
64,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
65,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
66,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
67,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
68,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
69,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
70,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,1e-07,0,1e-07,0,1e-07,0
71,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,1e-07,0,1e-07,0,1e-07,0
72,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
73,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
74,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0,1e-07,0
75,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0,1e-07,0
76,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
77,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
78,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0
79,1e-07,0,0.0120192309841513,0,0.0120192309841513,0,-0.0048076924867928,0,-0.0048076924867928,0,0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0
80,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0
81,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0
82,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
83,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0120192309841513,0,-0.0120192309841513,0,-0.0120192309841513,0
84,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0
85,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0360576920211315,0,-0.0240384619683027,0,-0.0120192309841513,0,1e-07,0
86,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
87,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
88,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0240384619683027,0,1e-07,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
89,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0240384619683027,0,1e-07,0,-0.0120192309841513,0,-0.0240384619683027,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0
90,1e-07,0,0.0480769239366054,0,0.0480769239366054,0,-0.0240384619683027,0,-0.0240384619683027,0,0.0480769239366054,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
91,1e-07,0,0.0480769239366054,0,0.0480769239366054,0,-0.0240384619683027,0,-0.0240384619683027,0,0.0480769239366054,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
92,0.0120192309841513,0,0.060096152126789,0,0.0480769239366054,0,-0.0360576920211315,0,-0.0168269239366054,0,0.0552884601056575,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
93,0.0120192309841513,0,0.060096152126789,0,0.0480769239366054,0,-0.0360576920211315,0,-0.0168269239366054,0,0.0552884601056575,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
94,0.0120192309841513,0,0.060096152126789,0,0.0480769239366054,0,-0.0360576920211315,0,-0.0168269239366054,0,0.0552884601056575,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
95,0.0120192309841513,0,0.060096152126789,0,0.0480769239366054,0,-0.0360576920211315,0,-0.0168269239366054,0,0.0552884601056575,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
96,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
97,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
98,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,1e-07,0,1e-07,0,0.0240384619683027,0
99,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0240384619683027,0,-0.0240384619683027,0,1e-07,0,1e-07,0,0.0240384619683027,0
100,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
101,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,1e-07,0,1e-07,0,0.0120192309841513,0
102,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0120192309841513,0,0.0120192309841513,0,0.0240384619683027,0
103,0.0120192309841513,0,0.072115384042263,0,0.060096152126789,0,-0.040865384042263,0,-0.0240384619683027,0,0.0673076957464218,0,1e-07,0,-0.0120192309841513,0,-0.0120192309841513,0,0.0120192309841513,0,0.0120192309841513,0,0.0240384619683027,0
104,0.0240384619683027,0,0.1081730797886848,0,0.0841346159577369,0,-0.0649038478732109,0,-0.0288461539894342,0,0.0961538478732109,0,1e-07,0,1e-07,0,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,0.0360576920211315,0
105,0.0240384619683027,0,0.1081730797886848,0,0.0841346159577369,0,-0.0649038478732109,0,-0.0288461539894342,0,0.0961538478732109,0,1e-07,0,1e-07,0,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,0.0360576920211315,0
106,0.0360576920211315,0,0.144230768084526,0,0.1081730797886848,0,-0.0889423042535781,0,-0.0360576920211315,0,0.1274038404226303,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0360576920211315,0,0.0480769239366054,0,0.060096152126789,0
107,0.0360576920211315,0,0.144230768084526,0,0.1081730797886848,0,-0.0889423042535781,0,-0.0360576920211315,0,0.1274038404226303,0,1e-07,0,1e-07,0,0.0120192309841513,0,0.0360576920211315,0,0.0480769239366054,0,0.060096152126789,0
108,0.0480769239366054,0,0.1802884638309478,0,0.1322115361690521,0,-0.112980768084526,0,-0.040865384042263,0,0.15625,0,-0.0120192309841513,0,1e-07,0,0.0240384619683027,0,0.0480769239366054,0,0.060096152126789,0,0.072115384042263,0
109,0.0480769239366054,0,0.1802884638309478,0,0.1322115361690521,0,-0.112980768084526,0,-0.040865384042263,0,0.15625,0,-0.0120192309841513,0,1e-07,0,0.0240384619683027,0,0.0480769239366054,0,0.060096152126789,0,0.072115384042263,0
110,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.0240384619683027,0,1e-07,0,0.0240384619683027,0,0.060096152126789,0,0.072115384042263,0,0.0841346159577369,0
111,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.0240384619683027,0,1e-07,0,0.0240384619683027,0,0.060096152126789,0,0.072115384042263,0,0.0841346159577369,0
112,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.0360576920211315,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.060096152126789,0,0.0841346159577369,0
113,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.0360576920211315,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.060096152126789,0,0.0841346159577369,0
114,0.0480769239366054,0,0.1802884638309478,0,0.1322115361690521,0,-0.112980768084526,0,-0.040865384042263,0,0.15625,0,-0.0480769239366054,0,-0.0360576920211315,0,-0.0120192309841513,0,0.0240384619683027,0,0.0480769239366054,0,0.0841346159577369,0
115,0.0480769239366054,0,0.1802884638309478,0,0.1322115361690521,0,-0.112980768084526,0,-0.040865384042263,0,0.15625,0,-0.0480769239366054,0,-0.0360576920211315,0,-0.0120192309841513,0,0.0240384619683027,0,0.0480769239366054,0,0.0841346159577369,0
116,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.072115384042263,0,-0.0480769239366054,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.0841346159577369,0
117,0.0480769239366054,0,0.1923076957464218,0,0.144230768084526,0,-0.1201923042535781,0,-0.0480769239366054,0,0.1682692319154739,0,-0.072115384042263,0,-0.0480769239366054,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.0841346159577369,0
